SCIP version 6.0.1 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 4.0.1] [GitHash: a27ecc0]
Copyright (C) 2002-2019 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

External codes: 
  Readline 8.0         GNU library for command line editing (gnu.org/s/readline)
  SoPlex 4.0.1         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e89d7d5]
  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)
  ZLIB 1.2.11          General purpose compression library by J. Gailly and M. Adler (zlib.net)
  GMP 6.1.2            GNU Multiple Precision Arithmetic Library developed by T. Granlund (gmplib.org)

user parameter file <scip.set> not found - using default parameters


read problem <neos-860300.mps>
============

original problem has 1385 variables (1384 bin, 0 int, 0 impl, 1 cont) and 850 constraints

presolving:
(round 1, fast)       1 del vars, 1 del conss, 1 add conss, 1 chg bounds, 510 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 35 clqs
(round 2, fast)       1 del vars, 2 del conss, 1 add conss, 1 chg bounds, 510 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 35 clqs
(round 3, exhaustive) 1 del vars, 266 del conss, 1 add conss, 1 chg bounds, 519 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 35 clqs
(round 4, exhaustive) 1 del vars, 266 del conss, 1 add conss, 1 chg bounds, 519 chg sides, 0 chg coeffs, 585 upgd conss, 0 impls, 35 clqs
(round 5, exhaustive) 153 del vars, 267 del conss, 1 add conss, 1 chg bounds, 519 chg sides, 0 chg coeffs, 585 upgd conss, 0 impls, 322 clqs
(round 6, fast)       153 del vars, 267 del conss, 1 add conss, 1 chg bounds, 519 chg sides, 19304 chg coeffs, 585 upgd conss, 0 impls, 322 clqs
   (3.2s) probing: 1000/1232 (81.2%) - 16 fixings, 0 aggregations, 140996 implications, 0 bound changes
   (3.3s) probing: 1033/1232 (83.8%) - 16 fixings, 0 aggregations, 142048 implications, 0 bound changes
   (3.3s) probing aborted: 1000/1000 successive useless probings
(round 7, exhaustive) 169 del vars, 267 del conss, 1 add conss, 1 chg bounds, 519 chg sides, 19304 chg coeffs, 585 upgd conss, 0 impls, 142314 clqs
(round 8, fast)       169 del vars, 267 del conss, 1 add conss, 1 chg bounds, 519 chg sides, 21336 chg coeffs, 585 upgd conss, 0 impls, 142314 clqs
   (3.6s) probing: 1133/1232 (92.0%) - 16 fixings, 0 aggregations, 144331 implications, 0 bound changes
   (3.6s) probing aborted: 1000/1000 successive useless probings
presolving (9 rounds: 9 fast, 5 medium, 5 exhaustive):
 169 deleted vars, 267 deleted constraints, 1 added constraints, 1 tightened bounds, 0 added holes, 519 changed sides, 21336 changed coefficients
 0 implications, 144597 cliques
presolved problem has 1216 variables (1216 bin, 0 int, 0 impl, 0 cont) and 584 constraints
    288 constraints of type <knapsack>
     34 constraints of type <setppc>
    262 constraints of type <logicor>
transformed objective value is always integral (scale: 1)
Presolving Time: 3.61

 time | node  | left  |LP iter|LP it/n| mem |mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
V 3.8s|     1 |     0 |     0 |     - | 139M|   0 |   - |1216 | 588 |1216 | 584 |   0 |   3 |   0 | 0.000000e+00 | 7.697000e+03 |    Inf 
  3.9s|     1 |     0 |   396 |     - | 139M|   0 | 105 |1216 | 594 |1216 | 584 |   0 |   8 |   0 | 2.210300e+03 | 7.697000e+03 | 248.23%
  4.1s|     1 |     0 |   686 |     - | 140M|   0 | 100 |1216 | 595 |1216 | 586 |   2 |   9 |   0 | 2.321021e+03 | 7.697000e+03 | 231.62%
  4.3s|     1 |     0 |   753 |     - | 140M|   0 |  96 |1216 | 595 |1216 | 587 |   3 |   9 |   0 | 2.338877e+03 | 7.697000e+03 | 229.09%
  4.4s|     1 |     0 |   870 |     - | 140M|   0 |  92 |1216 | 595 |1216 | 588 |   4 |   9 |   0 | 2.356066e+03 | 7.697000e+03 | 226.69%
  4.5s|     1 |     0 |   903 |     - | 140M|   0 |  85 |1216 | 595 |1216 | 589 |   5 |   9 |   0 | 2.370170e+03 | 7.697000e+03 | 224.74%
  4.6s|     1 |     0 |  1000 |     - | 140M|   0 |  89 |1216 | 595 |1216 | 590 |   6 |   9 |   0 | 2.394215e+03 | 7.697000e+03 | 221.48%
  4.8s|     1 |     0 |  1120 |     - | 141M|   0 |  88 |1216 | 603 |1216 | 592 |   8 |  17 |   0 | 2.414558e+03 | 7.697000e+03 | 218.77%
  4.9s|     1 |     0 |  1256 |     - | 141M|   0 | 101 |1216 | 608 |1216 | 595 |  11 |  22 |   0 | 2.443340e+03 | 7.697000e+03 | 215.02%
  5.0s|     1 |     0 |  1336 |     - | 141M|   0 | 102 |1216 | 609 |1216 | 596 |  12 |  23 |   0 | 2.455337e+03 | 7.697000e+03 | 213.48%
  5.2s|     1 |     0 |  1515 |     - | 141M|   0 |  98 |1216 | 614 |1216 | 600 |  16 |  28 |   0 | 2.494835e+03 | 7.697000e+03 | 208.52%
  5.3s|     1 |     0 |  1745 |     - | 141M|   0 | 101 |1216 | 614 |1216 | 604 |  20 |  28 |   0 | 2.865100e+03 | 7.697000e+03 | 168.65%
  5.4s|     1 |     0 |  1866 |     - | 141M|   0 |  99 |1216 | 616 |1216 | 607 |  23 |  30 |   0 | 2.883548e+03 | 7.697000e+03 | 166.93%
  5.5s|     1 |     0 |  1990 |     - | 141M|   0 |  94 |1216 | 619 |1216 | 611 |  27 |  33 |   0 | 2.902598e+03 | 7.697000e+03 | 165.18%
  5.6s|     1 |     0 |  2138 |     - | 141M|   0 | 107 |1216 | 619 |1216 | 614 |  30 |  33 |   0 | 2.912168e+03 | 7.697000e+03 | 164.30%
 time | node  | left  |LP iter|LP it/n| mem |mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  5.7s|     1 |     0 |  2158 |     - | 142M|   0 | 100 |1216 | 619 |1216 | 615 |  31 |  33 |   0 | 2.914800e+03 | 7.697000e+03 | 164.07%
  5.9s|     1 |     0 |  2330 |     - | 142M|   0 | 106 |1216 | 619 |1216 | 621 |  37 |  33 |   0 | 2.934511e+03 | 7.697000e+03 | 162.29%
