SCIP version 6.0.1 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 4.0.1] [GitHash: a27ecc0]
Copyright (C) 2002-2019 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

External codes: 
  Readline 8.0         GNU library for command line editing (gnu.org/s/readline)
  SoPlex 4.0.1         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e89d7d5]
  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)
  ZLIB 1.2.11          General purpose compression library by J. Gailly and M. Adler (zlib.net)
  GMP 6.1.2            GNU Multiple Precision Arithmetic Library developed by T. Granlund (gmplib.org)

user parameter file <scip.set> not found - using default parameters


read problem <mik-250-20-75-4.mps>
============

original problem has 270 variables (75 bin, 175 int, 0 impl, 20 cont) and 195 constraints

feasible solution found by trivial heuristic after 0.0 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       0 del vars, 120 del conss, 0 add conss, 140 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) probing: 51/107 (47.7%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.0s) probing aborted: 50/50 successive totally useless probings
presolving (2 rounds: 2 fast, 1 medium, 1 exhaustive):
 0 deleted vars, 120 deleted constraints, 0 added constraints, 140 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 270 variables (107 bin, 143 int, 0 impl, 20 cont) and 75 constraints
     75 constraints of type <linear>
Presolving Time: 0.01
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n| mem |mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  0.0s|     1 |     0 |    81 |     - |6278k|   0 |  75 | 270 |  75 | 270 |  75 |   0 |   0 |   0 |-6.165123e+04 | 0.000000e+00 |    Inf 
  0.0s|     1 |     0 |    81 |     - |6346k|   0 |  75 | 270 |  75 | 270 |  75 |   0 |   0 |   0 |-6.165123e+04 | 0.000000e+00 |    Inf 
  0.0s|     1 |     0 |   131 |     - |6717k|   0 | 117 | 270 |  75 | 270 | 124 |  49 |   0 |   0 |-6.030581e+04 | 0.000000e+00 |    Inf 
  0.0s|     1 |     0 |   131 |     - |6804k|   0 | 117 | 270 |  75 | 270 | 124 |  49 |   0 |   0 |-6.030581e+04 | 0.000000e+00 |    Inf 
  0.1s|     1 |     0 |   161 |     - |7237k|   0 | 111 | 270 |  75 | 270 | 153 |  78 |   0 |   0 |-5.894512e+04 | 0.000000e+00 |    Inf 
r 0.1s|     1 |     0 |   161 |     - |7237k|   0 | 111 | 270 |  75 | 270 | 153 |  78 |   0 |   0 |-5.894512e+04 |-7.457000e+03 | 690.47%
  0.1s|     1 |     0 |   173 |     - |8110k|   0 | 112 | 270 |  75 | 270 | 164 |  89 |   0 |   0 |-5.861434e+04 |-7.457000e+03 | 686.03%
b 0.1s|     1 |     0 |   263 |     - |8134k|   0 |   - | 270 |  75 | 270 | 164 |  89 |   0 |   0 |-5.861434e+04 |-1.525700e+04 | 284.18%
  0.1s|     1 |     0 |   263 |     - |8134k|   0 | 112 | 270 |  75 | 270 | 164 |  89 |   0 |   0 |-5.861434e+04 |-1.525700e+04 | 284.18%
  0.1s|     1 |     0 |   269 |     - |8871k|   0 | 113 | 270 |  75 | 270 | 169 |  94 |   0 |   0 |-5.851075e+04 |-1.525700e+04 | 283.50%
  0.1s|     1 |     0 |   278 |     - |  10M|   0 | 115 | 270 |  75 | 270 | 174 |  99 |   0 |   0 |-5.827362e+04 |-1.525700e+04 | 281.95%
  0.2s|     1 |     0 |   307 |     - |  12M|   0 | 114 | 270 |  75 | 270 | 199 | 124 |   0 |   0 |-5.693133e+04 |-1.525700e+04 | 273.15%
R 0.2s|     1 |     0 |   307 |     - |  12M|   0 | 114 | 270 |  75 | 270 | 199 | 124 |   0 |   0 |-5.693133e+04 |-1.554115e+04 | 266.33%
  0.2s|     1 |     0 |   313 |     - |  12M|   0 | 115 | 270 |  75 | 270 | 202 | 127 |   0 |   0 |-5.679375e+04 |-1.554115e+04 | 265.44%
b 0.2s|     1 |     0 |   427 |     - |  12M|   0 |   - | 270 |  75 | 270 | 202 | 127 |   0 |   0 |-5.679375e+04 |-3.331900e+04 |  70.45%
 time | node  | left  |LP iter|LP it/n| mem |mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  0.2s|     1 |     0 |   440 |     - |  13M|   0 | 107 | 270 |  75 | 270 | 216 | 141 |   0 |   0 |-5.634145e+04 |-3.331900e+04 |  69.10%
  0.3s|     1 |     0 |   448 |     - |  14M|   0 | 100 | 270 |  75 | 270 | 223 | 148 |   0 |   0 |-5.605496e+04 |-3.331900e+04 |  68.24%
R 0.3s|     1 |     0 |   448 |     - |  14M|   0 | 100 | 270 |  75 | 270 | 223 | 148 |   0 |   0 |-5.605496e+04 |-3.346684e+04 |  67.49%
s 0.3s|     1 |     0 |   448 |     - |  14M|   0 | 100 | 270 |  75 | 270 | 223 | 148 |   0 |   0 |-5.605496e+04 |-3.480084e+04 |  61.07%
  0.3s|     1 |     0 |   453 |     - |  15M|   0 | 101 | 270 |  75 | 270 | 226 | 151 |   0 |   0 |-5.590720e+04 |-3.480084e+04 |  60.65%
b 0.3s|     1 |     0 |   579 |     - |  15M|   0 |   - | 270 |  75 | 270 | 226 | 151 |   0 |   0 |-5.590720e+04 |-4.557600e+04 |  22.67%
  0.4s|     1 |     0 |   592 |     - |  16M|   0 |  93 | 270 |  75 | 270 | 235 | 160 |   0 |   0 |-5.570983e+04 |-4.557600e+04 |  22.24%
  0.4s|     1 |     0 |   607 |     - |  17M|   0 | 111 | 270 |  75 | 270 | 243 | 168 |   0 |   0 |-5.561861e+04 |-4.557600e+04 |  22.03%
  0.4s|     1 |     0 |   611 |     - |  18M|   0 | 108 | 270 |  75 | 270 | 245 | 170 |   0 |   0 |-5.557516e+04 |-4.557600e+04 |  21.94%
